ENTRY	STOICHIOMETRY	GENE NAMES	PROTEIN NAME	UNIPROT NOTE
PN96_02920	1.0	folC	folylpolyglutamate synthase	[MISSING]
PN96_13460	2.0	ilvD	dihydroxy-acid dehydratase	[MISSING]
PN96_13455	4.0	ilvA	threonine dehydratase	[MISSING]
PN96_13170	4.0	ilvC	ketol-acid reductoisomerase	[MISSING]
PN96_10830	2.0	murQ	N-acetylmuramic acid-6-phosphate etherase	[MISSING]
PN96_12720	1.0	pckA	phosphoenolpyruvate carboxykinase	[MISSING]
PN96_14785	4.0	ppc	phosphoenolpyruvate carboxylase	[MISSING]
PN96_14790	2.0	argE	acetylornithine deacetylase	[MISSING]
PN96_10190	1.0	purL	phosphoribosylformylglycinamidine synthase	[MISSING]
PN96_22885	1.0	solA	methyltryptophan oxidase	[MISSING]
PN96_12235	2.0	rfbB	spore coat protein	[MISSING]
PN96_12230	2.0	rfbD	dTDP-4-dehydrorhamnose reductase	[MISSING]
PN96_05075	1.0	lpxL	lipid A biosynthesis lauroyl acyltransferase	[MISSING]
PN96_17465	2.0	ppsA	phosphoenolpyruvate synthase	[MISSING]
PN96_21530	4.0	fucA	fuculose phosphate aldolase	[MISSING]
PN96_00615	6.0	pepA	multifunctional aminopeptidase A	[MISSING]
PN96_15900	4.0	katG	peroxidase	[MISSING]
PN96_22160	6.0	purU	formyltetrahydrofolate deformylase	[MISSING]
PN96_07105	2.0	cdd	cytidine deaminase	[MISSING]
PN96_01355	4.0	hpt	hypoxanthine phosphoribosyltransferase	[MISSING]
PN96_01360	2.0	can	carbonic anhydrase	[MISSING]
PN96_05605	1.0	pyrD	dihydroorotate dehydrogenase	[MISSING]
PN96_14450	2.0	asd	phosphatidylserine decarboxylase	[MISSING]
PN96_15595	1.0	glgB	glycogen branching protein	[MISSING]
PN96_01970	2.0	glpQ	glycerophosphodiester phosphodiesterase	[MISSING]
PN96_04075	2.0	ubiG	3-demethylubiquinone-9 3-methyltransferase	[MISSING]
PN96_14800	2.0	argB	acetylglutamate kinase	[MISSING]
PN96_13585	2.0	hemF	coproporphyrinogen III oxidase	[MISSING]
PN96_09510	2.0	cysK	cysteine synthase	[MISSING]
PN96_22940	2.0	alr	alanine racemase	[MISSING]
PN96_18215	2.0	clcA	H(+)/Cl(-) exchange transporter ClcA	[MISSING]
PN96_01550	2.0	hemL	glutamate-1-semialdehyde aminotransferase	[MISSING]
PN96_11120	2.0	mtnN	5'-methylthioadenosine nucleosidase	[MISSING]
PN96_09980	1.0	gmhB	D,D-heptose 1,7-bisphosphate phosphatase	[MISSING]
PN96_01245	2.0	luxS	S-ribosylhomocysteinase	[MISSING]
PN96_00930	4.0	serA	D-3-phosphoglycerate dehydrogenase	[MISSING]
PN96_03440	4.0	udk	uridine kinase	[MISSING]
PN96_10780	2.0	pheA	chorismate mutase	[MISSING]
PN96_17245	1.0	eutC	ethanolamine ammonia-lyase	[MISSING]
PN96_03430	2.0	metG	methionine--tRNA ligase	[MISSING]
PN96_03050	4.0	ansA	cytoplasmic asparaginase I	[MISSING]
PN96_01390	1.0	folK	2-amino-4-hydroxy-6- hydroxymethyldihydropteridine pyrophosphokinase	[MISSING]
PN96_12840	8.0	hemB	delta-aminolevulinic acid dehydratase	[MISSING]
PN96_02375	1.0	gloB	hydroxyacylglutathione hydrolase	[MISSING]
PN96_02835	4.0	aroC	chorismate synthase	[MISSING]
PN96_02865	2.0	fabB	3-oxoacyl-ACP synthase	[MISSING]
PN96_00895	4.0	epd	glyceraldehyde-3-phosphate dehydrogenase	[MISSING]
PN96_01140	4.0	alaS	alanyl-tRNA synthetase	[MISSING]
PN96_16705	1.0	thiD	hydroxymethylpyrimidine kinase	[MISSING]
PN96_09170	2.0	fadD	long-chain fatty acid--CoA ligase	[MISSING]
PN96_07910	2.0	bioB	biotin synthase	[MISSING]
PN96_07915	2.0	bioA	adenosylmethionine-8-amino-7-oxononanoate aminotransferase	[MISSING]
PN96_07905	2.0	bioF	8-amino-7-oxononanoate synthase	[MISSING]
PN96_09355	1.0	glnS	glutamate--tRNA ligase	[MISSING]
PN96_02310	3.0	lpxD	UDP-3-O-(3-hydroxymyristoyl) glucosamine N-acyltransferase	[MISSING]
PN96_02270	6.0	pyrH	uridylate kinase	[MISSING]
PN96_02060	1.0	panE	2-dehydropantoate 2-reductase	[MISSING]
PN96_00510	4.0	kdsD	D-arabinose 5-phosphate isomerase	[MISSING]
PN96_00935	2.0	rpiA	ribose 5-phosphate isomerase	[MISSING]
PN96_22895	4.0	gabT	4-aminobutyrate aminotransferase	[MISSING]
PN96_08905	1.0	menH	2-succinyl-6-hydroxy-2, 4-cyclohexadiene-1-carboxylate synthase	[MISSING]
PN96_08910	2.0	menD	2-succinyl-5-enolpyruvyl-6-hydroxy-3- cyclohexene-1-carboxylate synthase	[MISSING]
PN96_13805	1.0	fre	FMN reductase	[MISSING]
PN96_13795	6.0	ubiD	3-octaprenyl-4-hydroxybenzoate carboxy-lyase	[MISSING]
PN96_13660	2.0	thiC	thiamine biosynthesis protein ThiC	[MISSING]
PN96_00135	2.0	nudC	NADH pyrophosphatase	[MISSING]
PN96_00140	2.0	hemE	uroporphyrinogen decarboxylase	[MISSING]
PN96_13685	1.0	thiH	thiamine biosynthesis protein ThiH	[MISSING]
PN96_13670	2.0	thiF	molybdopterin-synthase adenylyltransferase	[MISSING]
PN96_10490	6.0	pepB	aminopeptidase B	[MISSING]
PN96_02475	1.0	bcp	bacterioferritin comigratory protein	[MISSING]
PN96_16170	2.0	putP	proline:sodium symporter PutP	[MISSING]
PN96_16180	2.0	putA	pyrroline-5-carboxylate dehydrogenase	[MISSING]
PN96_11750	6.0	ppa	inorganic pyrophosphatase	[MISSING]
PN96_22835	4.0	speG	spermidine acetyltransferase	[MISSING]
PN96_23065	2.0	nadE	NAD synthetase	[MISSING]
PN96_01975	3.0	dapD	2,3,4,5-tetrahydropyridine-2,6-carboxylate N-succinyltransferase	[MISSING]
PN96_15380	4.0	tdh	L-threonine 3-dehydrogenase	[MISSING]
PN96_11430	8.0	folB	dihydroneopterin aldolase	[MISSING]
PN96_02505	2.0	dapE	succinyl-diaminopimelate desuccinylase	[MISSING]
PN96_02425	2.0	purM	phosphoribosylaminoimidazole synthetase	[MISSING]
PN96_15935	2.0	galE	UDP-galactose-4-epimerase	[MISSING]
PN96_18150	4.0	aroG	phospho-2-dehydro-3-deoxyheptonate aldolase	[MISSING]
PN96_02320	3.0	lpxA	UDP-N-acetylglucosamine acyltransferase	[MISSING]
PN96_10980	2.0	dsbC	thiol:disulfide interchange protein	[MISSING]
PN96_03390	1.0	malZ	maltodextrin glucosidase	[MISSING]
PN96_13540	1.0	fmt	methionyl-tRNA formyltransferase	[MISSING]
PN96_17870	2.0	ribB	3,4-dihydroxy-2-butanone 4-phosphate synthase	[MISSING]
PN96_01965	1.0	glpT	sn-glycerol-3-phosphate transporter	[MISSING]
PN96_21540	6.0	fucI	sugar isomerase	[MISSING]
PN96_12790	1.0	hemN	coproporphyrinogen III oxidase	[MISSING]
PN96_07770	1.0	hisF	imidazole glycerol phosphate synthase	[MISSING]
PN96_07775	1.0	hisA	1-(5-phosphoribosyl)-5-[(5- phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase	[MISSING]
PN96_07780	1.0	hisH	imidazole glycerol phosphate synthase	[MISSING]
PN96_17550	2.0	hisC	histidinol-phosphate aminotransferase	[MISSING]
PN96_07795	2.0	hisD	histidinol dehydrogenase	[MISSING]
PN96_21665	2.0	gnd	6-phosphogluconate dehydrogenase	[MISSING]
PN96_03555	2.0	ptsG	PTS glucose transporter subunit IIBC	[MISSING]
PN96_10820	1.0	nagZ	beta-hexosaminidase	[MISSING]
PN96_10785	2.0	yjjX	inositol monophosphatase	[MISSING]
PN96_20910	2.0	pfkB	1-phosphofructokinase	[MISSING]
PN96_10115	2.0	ribD	5-amino-6-(5-phosphoribosylamino)uracil reductase	[MISSING]
PN96_13575	8.0	purE	N5-carboxyaminoimidazole ribonucleotide mutase	[MISSING]
PN96_07740	1.0	cysS	cysteinyl-tRNA synthetase	[MISSING]
PN96_09125	2.0	folD	methenyltetrahydrofolate cyclohydrolase	[MISSING]
PN96_15750	4.0	tnaA	cysteine desulfhydrase	[MISSING]
PN96_14200	2.0	accB	acetyl-CoA carboxylase	[MISSING]
PN96_14610	2.0	trpS	tryptophanyl-tRNA synthetase	[MISSING]
PN96_14860	1.0	aroB	3-dehydroquinate synthase	[MISSING]
PN96_02020	6.0	argA	N-acetylglutamate synthase	[MISSING]
PN96_12055	2.0	glpX	fructose 1,6-bisphosphatase	[MISSING]
PN96_12385	2.0	glf	UDP-galactopyranose mutase	[MISSING]
PN96_12215	2.0	rfbC	dTDP-4-dehydrorhamnose 3,5-epimerase	[MISSING]
PN96_12210	4.0	rfbA	glucose-1-phosphate thymidylyltransferase	[MISSING]
PN96_20540	1.0	pntB	pyridine nucleotide transhydrogenase	[MISSING]
PN96_03645	2.0	pyrF	orotidine 5'-phosphate decarboxylase	[MISSING]
PN96_09895	1.0	leuS	leucine--tRNA ligase	[MISSING]
PN96_01745	2.0	deoA	thymidine phosphorylase	[MISSING]
PN96_15250	6.0	deoD	purine nucleoside phosphorylase	[MISSING]
PN96_08170	1.0	cydA	cytochrome d terminal oxidase subunit 1	[MISSING]
PN96_08165	1.0	cydB	cytochrome d ubiquinol oxidase subunit 2	[MISSING]
PN96_21770	2.0	trxB	thioredoxin reductase	[MISSING]
PN96_02960	2.0	apt	adenine phosphoribosyltransferase	[MISSING]
PN96_15635	1.0	rsgA	GTPase RsgA	[MISSING]
PN96_11225	1.0	murF	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D- alanine ligase	[MISSING]
PN96_16040	6.0	araA	arabinose isomerase	[MISSING]
PN96_11365	2.0	hldE	heptose 1-phosphate adenyltransferase	[MISSING]
PN96_14015	2.0	glpE	thiosulfate sulfurtransferase	[MISSING]
PN96_14855	1.0	aroK	shikimate kinase	[MISSING]
PN96_12640	2.0	nudE	ADP-ribose diphosphatase	[MISSING]
PN96_10540	1.0	suhB	inositol monophosphatase	[MISSING]
PN96_13885	2.0	dapF	diaminopimelate epimerase	[MISSING]
PN96_13865	1.0	hemC	porphobilinogen deaminase	[MISSING]
PN96_11820	1.0	cysN	sulfate adenylyltransferase	[MISSING]
PN96_11825	1.0	cysD	sulfate adenylyltransferase subunit 2	[MISSING]
PN96_16200	2.0	pdxH	pyridoxine 5'-phosphate oxidase	[MISSING]
PN96_17450	2.0	tyrS	tyrosyl-tRNA synthetase	[MISSING]
PN96_15645	2.0	pdxY	pyridoxamine kinase	[MISSING]
PN96_09280	2.0	sucA	2-oxoglutarate dehydrogenase	[MISSING]
PN96_09400	1.0	adk	adenylate kinase	[MISSING]
PN96_09395	1.0	hemH	ferrochelatase	[MISSING]
PN96_11165	1.0	mutT	7,8-dihydro-8-oxoguanine-triphosphatase	[MISSING]
PN96_10875	1.0	ileS	isoleucine--tRNA ligase	[MISSING]
PN96_14920	2.0	pgi	glucose-6-phosphate isomerase	[MISSING]
PN96_19610	4.0	leuA	2-isopropylmalate synthase	[MISSING]
PN96_11605	1.0	leuC	isopropylmalate isomerase	[MISSING]
PN96_11600	2.0	leuB	3-isopropylmalate dehydrogenase	[MISSING]
PN96_11610	1.0	leuD	isopropylmalate isomerase	[MISSING]
PN96_00050	1.0	murB	UDP-N-acetylenolpyruvoylglucosamine reductase	[MISSING]
PN96_11545	2.0	glmS	glucosamine--fructose-6-phosphate aminotransferase	[MISSING]
PN96_11695	2.0	mdh	malate dehydrogenase	[MISSING]
PN96_10515	2.0	iscA	iron-sulfur cluster assembly protein	[MISSING]
PN96_03360	6.0	pta	phosphate acetyltransferase	[MISSING]
PN96_08925	2.0	yfbR	hypothetical protein	[MISSING]
PN96_01090	3.0	ispF	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	[MISSING]
PN96_01085	2.0	ispD	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	[MISSING]
PN96_10335	4.0	rhaD	rhamnulose-1-phosphate aldolase	[MISSING]
PN96_10325	1.0	rhaB	rhamnulokinase	[MISSING]
PN96_07845	4.0	purB	adenylosuccinate lyase	[MISSING]
PN96_12450	12.0	coaBC	phosphopantothenoylcysteine decarboxylase	[MISSING]
PN96_18675	1.0	paaK	phenylacetic acid degradation protein	[MISSING]
PN96_11650	1.0	apaH	bis(5'-nucleosyl)-tetraphosphatase	[MISSING]
PN96_08510	2.0	msbA	lipid transporter ATP-binding/permease	[MISSING]
PN96_08115	2.0	nadA	quinolinate synthetase	[MISSING]
PN96_12465	2.0	pyrE	orotate phosphoribosyltransferase	[MISSING]
PN96_03895	1.0	PN96_03895	[MISSING]	[MISSING]
PN96_11015	1.0	PN96_11015	[MISSING]	[MISSING]
PN96_14690	1.0	PN96_14690	[MISSING]	[MISSING]
PN96_06460	1.0	PN96_06460	[MISSING]	[MISSING]
PN96_13295	1.0	PN96_13295	[MISSING]	[MISSING]
PN96_05720	1.0	PN96_05720	[MISSING]	[MISSING]
PN96_19935	1.0	PN96_19935	[MISSING]	[MISSING]
PN96_04170	1.0	PN96_04170	[MISSING]	[MISSING]
PN96_15690	1.0	PN96_15690	[MISSING]	[MISSING]
PN96_21215	1.0	PN96_21215	[MISSING]	[MISSING]
PN96_22635	1.0	PN96_22635	[MISSING]	[MISSING]
PN96_05600	1.0	PN96_05600	[MISSING]	[MISSING]
PN96_00290	1.0	PN96_00290	[MISSING]	[MISSING]
PN96_22640	1.0	PN96_22640	[MISSING]	[MISSING]
PN96_20165	1.0	PN96_20165	[MISSING]	[MISSING]
PN96_05730	1.0	PN96_05730	[MISSING]	[MISSING]
PN96_08690	1.0	PN96_08690	[MISSING]	[MISSING]
PN96_21870	1.0	PN96_21870	[MISSING]	[MISSING]
PN96_19040	1.0	PN96_19040	[MISSING]	[MISSING]
PN96_22025	1.0	PN96_22025	[MISSING]	[MISSING]
PN96_16540	1.0	PN96_16540	[MISSING]	[MISSING]
PN96_18050	1.0	PN96_18050	[MISSING]	[MISSING]
PN96_21395	1.0	PN96_21395	[MISSING]	[MISSING]
PN96_04930	1.0	PN96_04930	[MISSING]	[MISSING]
PN96_21190	1.0	PN96_21190	[MISSING]	[MISSING]
PN96_20410	1.0	PN96_20410	[MISSING]	[MISSING]
PN96_15505	1.0	PN96_15505	[MISSING]	[MISSING]
PN96_08920	1.0	PN96_08920	[MISSING]	[MISSING]
PN96_09990	1.0	PN96_09990	[MISSING]	[MISSING]
PN96_06675	1.0	PN96_06675	[MISSING]	[MISSING]
PN96_17930	1.0	PN96_17930	[MISSING]	[MISSING]
PN96_13870	1.0	PN96_13870	[MISSING]	[MISSING]
PN96_19960	1.0	PN96_19960	[MISSING]	[MISSING]
PN96_22385	1.0	PN96_22385	[MISSING]	[MISSING]
PN96_03930	1.0	PN96_03930	[MISSING]	[MISSING]
PN96_17020	1.0	PN96_17020	[MISSING]	[MISSING]
PN96_11295	1.0	PN96_11295	[MISSING]	[MISSING]
PN96_22645	1.0	PN96_22645	[MISSING]	[MISSING]
PN96_19810	1.0	PN96_19810	[MISSING]	[MISSING]
PN96_10370	1.0	PN96_10370	[MISSING]	[MISSING]
PN96_14225	1.0	PN96_14225	[MISSING]	[MISSING]
PN96_03585	1.0	PN96_03585	[MISSING]	[MISSING]
PN96_16560	1.0	PN96_16560	[MISSING]	[MISSING]
PN96_18320	1.0	PN96_18320	[MISSING]	[MISSING]
PN96_07765	1.0	PN96_07765	[MISSING]	[MISSING]
PN96_05185	1.0	PN96_05185	[MISSING]	[MISSING]
PN96_21675	1.0	PN96_21675	[MISSING]	[MISSING]
PN96_11515	1.0	PN96_11515	[MISSING]	[MISSING]
PN96_06450	1.0	PN96_06450	[MISSING]	[MISSING]
PN96_03030	1.0	PN96_03030	[MISSING]	[MISSING]
PN96_19565	1.0	PN96_19565	[MISSING]	[MISSING]
PN96_20475	1.0	PN96_20475	[MISSING]	[MISSING]
PN96_12185	1.0	PN96_12185	[MISSING]	[MISSING]
PN96_03915	1.0	PN96_03915	[MISSING]	[MISSING]
PN96_08670	1.0	PN96_08670	[MISSING]	[MISSING]
PN96_20215	1.0	PN96_20215	[MISSING]	[MISSING]
PN96_09115	1.0	PN96_09115	[MISSING]	[MISSING]
PN96_16785	1.0	PN96_16785	[MISSING]	[MISSING]
PN96_05745	1.0	PN96_05745	[MISSING]	[MISSING]
PN96_14765	1.0	PN96_14765	[MISSING]	[MISSING]
PN96_19050	1.0	PN96_19050	[MISSING]	[MISSING]
PN96_08610	1.0	PN96_08610	[MISSING]	[MISSING]
PN96_13470	1.0	PN96_13470	[MISSING]	[MISSING]
PN96_21445	1.0	PN96_21445	[MISSING]	[MISSING]
PN96_21140	1.0	PN96_21140	[MISSING]	[MISSING]
PN96_08425	1.0	PN96_08425	[MISSING]	[MISSING]
PN96_20350	1.0	PN96_20350	[MISSING]	[MISSING]
PN96_22080	1.0	PN96_22080	[MISSING]	[MISSING]
PN96_14910	1.0	PN96_14910	[MISSING]	[MISSING]
PN96_14275	1.0	PN96_14275	[MISSING]	[MISSING]
PN96_05095	1.0	PN96_05095	[MISSING]	[MISSING]
PN96_22315	1.0	PN96_22315	[MISSING]	[MISSING]
PN96_05125	1.0	PN96_05125	[MISSING]	[MISSING]
PN96_05190	1.0	PN96_05190	[MISSING]	[MISSING]
PN96_04020	1.0	PN96_04020	[MISSING]	[MISSING]
PN96_22625	1.0	PN96_22625	[MISSING]	[MISSING]
PN96_18385	1.0	PN96_18385	[MISSING]	[MISSING]
PN96_13925	1.0	PN96_13925	[MISSING]	[MISSING]
PN96_05220	1.0	PN96_05220	[MISSING]	[MISSING]
PN96_09275	1.0	PN96_09275	[MISSING]	[MISSING]
PN96_15570	1.0	PN96_15570	[MISSING]	[MISSING]
PN96_22110	1.0	PN96_22110	[MISSING]	[MISSING]
PN96_11110	1.0	PN96_11110	[MISSING]	[MISSING]
PN96_15500	1.0	PN96_15500	[MISSING]	[MISSING]
PN96_06300	1.0	PN96_06300	[MISSING]	[MISSING]
PN96_08000	1.0	PN96_08000	[MISSING]	[MISSING]
PN96_20050	1.0	PN96_20050	[MISSING]	[MISSING]
PN96_11565	1.0	PN96_11565	[MISSING]	[MISSING]
PN96_01795	1.0	PN96_01795	[MISSING]	[MISSING]
PN96_15940	1.0	PN96_15940	[MISSING]	[MISSING]
PN96_12395	1.0	PN96_12395	[MISSING]	[MISSING]
PN96_00555	1.0	PN96_00555	[MISSING]	[MISSING]
PN96_18040	1.0	PN96_18040	[MISSING]	[MISSING]
PN96_13190	1.0	PN96_13190	[MISSING]	[MISSING]
PN96_04760	1.0	PN96_04760	[MISSING]	[MISSING]
PN96_00575	1.0	PN96_00575	[MISSING]	[MISSING]
PN96_01345	1.0	PN96_01345	[MISSING]	[MISSING]
PN96_07325	1.0	PN96_07325	[MISSING]	[MISSING]
PN96_04785	1.0	PN96_04785	[MISSING]	[MISSING]
PN96_07945	1.0	PN96_07945	[MISSING]	[MISSING]
PN96_13385	1.0	PN96_13385	[MISSING]	[MISSING]
PN96_14825	1.0	PN96_14825	[MISSING]	[MISSING]
PN96_04715	1.0	PN96_04715	[MISSING]	[MISSING]
PN96_05290	1.0	PN96_05290	[MISSING]	[MISSING]
PN96_06535	1.0	PN96_06535	[MISSING]	[MISSING]
PN96_21775	1.0	PN96_21775	[MISSING]	[MISSING]
PN96_21165	1.0	PN96_21165	[MISSING]	[MISSING]
PN96_05735	1.0	PN96_05735	[MISSING]	[MISSING]
PN96_18510	1.0	PN96_18510	[MISSING]	[MISSING]
PN96_06540	1.0	PN96_06540	[MISSING]	[MISSING]
PN96_23180	1.0	PN96_23180	[MISSING]	[MISSING]
PN96_17265	1.0	PN96_17265	[MISSING]	[MISSING]
PN96_11570	1.0	PN96_11570	[MISSING]	[MISSING]
PN96_09010	1.0	PN96_09010	[MISSING]	[MISSING]
PN96_05355	1.0	PN96_05355	[MISSING]	[MISSING]
PN96_23290	1.0	PN96_23290	[MISSING]	[MISSING]
PN96_19020	1.0	PN96_19020	[MISSING]	[MISSING]
PN96_16570	1.0	PN96_16570	[MISSING]	[MISSING]
PN96_22840	1.0	PN96_22840	[MISSING]	[MISSING]
PN96_06680	1.0	PN96_06680	[MISSING]	[MISSING]
PN96_21780	1.0	PN96_21780	[MISSING]	[MISSING]
PN96_14615	1.0	PN96_14615	[MISSING]	[MISSING]
PN96_21920	1.0	PN96_21920	[MISSING]	[MISSING]
PN96_18975	1.0	PN96_18975	[MISSING]	[MISSING]
PN96_01420	1.0	PN96_01420	[MISSING]	[MISSING]
PN96_04250	1.0	PN96_04250	[MISSING]	[MISSING]
PN96_05305	1.0	PN96_05305	[MISSING]	[MISSING]
PN96_21025	1.0	PN96_21025	[MISSING]	[MISSING]
PN96_14950	1.0	PN96_14950	[MISSING]	[MISSING]
PN96_01210	1.0	PN96_01210	[MISSING]	[MISSING]
PN96_03450	1.0	PN96_03450	[MISSING]	[MISSING]
PN96_16050	1.0	PN96_16050	[MISSING]	[MISSING]
PN96_19195	1.0	PN96_19195	[MISSING]	[MISSING]
PN96_21080	1.0	PN96_21080	[MISSING]	[MISSING]
PN96_12325	1.0	PN96_12325	[MISSING]	[MISSING]
PN96_18850	1.0	PN96_18850	[MISSING]	[MISSING]
PN96_12080	1.0	PN96_12080	[MISSING]	[MISSING]
PN96_08650	1.0	PN96_08650	[MISSING]	[MISSING]
PN96_13675	1.0	PN96_13675	[MISSING]	[MISSING]
PN96_13050	1.0	PN96_13050	[MISSING]	[MISSING]
PN96_07150	1.0	PN96_07150	[MISSING]	[MISSING]
PN96_22170	1.0	PN96_22170	[MISSING]	[MISSING]
PN96_03805	1.0	PN96_03805	[MISSING]	[MISSING]
PN96_10150	1.0	PN96_10150	[MISSING]	[MISSING]
PN96_06700	1.0	PN96_06700	[MISSING]	[MISSING]
PN96_20335	1.0	PN96_20335	[MISSING]	[MISSING]
PN96_21015	1.0	PN96_21015	[MISSING]	[MISSING]
PN96_19025	1.0	PN96_19025	[MISSING]	[MISSING]
PN96_19300	1.0	PN96_19300	[MISSING]	[MISSING]
PN96_19075	1.0	PN96_19075	[MISSING]	[MISSING]
PN96_04245	1.0	PN96_04245	[MISSING]	[MISSING]
PN96_07605	1.0	PN96_07605	[MISSING]	[MISSING]
PN96_00450	1.0	PN96_00450	[MISSING]	[MISSING]
PN96_21475	1.0	PN96_21475	[MISSING]	[MISSING]
PN96_19455	1.0	PN96_19455	[MISSING]	[MISSING]
PN96_11425	1.0	PN96_11425	[MISSING]	[MISSING]
PN96_21440	1.0	PN96_21440	[MISSING]	[MISSING]
PN96_09285	1.0	PN96_09285	[MISSING]	[MISSING]
PN96_21430	1.0	PN96_21430	[MISSING]	[MISSING]
PN96_17380	1.0	PN96_17380	[MISSING]	[MISSING]
PN96_18955	1.0	PN96_18955	[MISSING]	[MISSING]
PN96_11835	1.0	PN96_11835	[MISSING]	[MISSING]
PN96_17785	1.0	PN96_17785	[MISSING]	[MISSING]
PN96_20725	1.0	PN96_20725	[MISSING]	[MISSING]
PN96_16580	1.0	PN96_16580	[MISSING]	[MISSING]
PN96_18070	1.0	PN96_18070	[MISSING]	[MISSING]
PN96_20395	1.0	PN96_20395	[MISSING]	[MISSING]
PN96_00890	1.0	PN96_00890	[MISSING]	[MISSING]
PN96_21720	1.0	PN96_21720	[MISSING]	[MISSING]
PN96_11290	1.0	PN96_11290	[MISSING]	[MISSING]
PN96_23060	1.0	PN96_23060	[MISSING]	[MISSING]
PN96_02785	1.0	PN96_02785	[MISSING]	[MISSING]
PN96_17145	1.0	PN96_17145	[MISSING]	[MISSING]
PN96_19245	1.0	PN96_19245	[MISSING]	[MISSING]
PN96_21010	1.0	PN96_21010	[MISSING]	[MISSING]
PN96_17700	1.0	PN96_17700	[MISSING]	[MISSING]
PN96_01940	1.0	PN96_01940	[MISSING]	[MISSING]
PN96_21300	1.0	PN96_21300	[MISSING]	[MISSING]
PN96_05815	1.0	PN96_05815	[MISSING]	[MISSING]
PN96_02370	1.0	PN96_02370	[MISSING]	[MISSING]
PN96_20635	1.0	PN96_20635	[MISSING]	[MISSING]
PN96_10385	1.0	PN96_10385	[MISSING]	[MISSING]
PN96_02780	1.0	PN96_02780	[MISSING]	[MISSING]
PN96_08360	1.0	PN96_08360	[MISSING]	[MISSING]
PN96_19170	1.0	PN96_19170	[MISSING]	[MISSING]
PN96_15855	1.0	PN96_15855	[MISSING]	[MISSING]
PN96_15805	1.0	PN96_15805	[MISSING]	[MISSING]
PN96_05740	1.0	PN96_05740	[MISSING]	[MISSING]
PN96_10110	1.0	PN96_10110	[MISSING]	[MISSING]
PN96_19485	1.0	PN96_19485	[MISSING]	[MISSING]
PN96_04705	1.0	PN96_04705	[MISSING]	[MISSING]
PN96_17875	1.0	PN96_17875	[MISSING]	[MISSING]
PN96_19070	1.0	PN96_19070	[MISSING]	[MISSING]
PN96_20615	1.0	PN96_20615	[MISSING]	[MISSING]
PN96_14770	1.0	PN96_14770	[MISSING]	[MISSING]
PN96_07680	1.0	PN96_07680	[MISSING]	[MISSING]
PN96_10815	1.0	PN96_10815	[MISSING]	[MISSING]
PN96_22465	1.0	PN96_22465	[MISSING]	[MISSING]
PN96_22145	1.0	PN96_22145	[MISSING]	[MISSING]
PN96_22340	1.0	PN96_22340	[MISSING]	[MISSING]
PN96_09515	1.0	PN96_09515	[MISSING]	[MISSING]
PN96_06445	1.0	PN96_06445	[MISSING]	[MISSING]
PN96_03890	1.0	PN96_03890	[MISSING]	[MISSING]
PN96_00275	1.0	PN96_00275	[MISSING]	[MISSING]
PN96_10905	1.0	PN96_10905	[MISSING]	[MISSING]
PN96_18065	1.0	PN96_18065	[MISSING]	[MISSING]
PN96_03925	1.0	PN96_03925	[MISSING]	[MISSING]
PN96_02285	1.0	PN96_02285	[MISSING]	[MISSING]
PN96_13465	1.0	PN96_13465	[MISSING]	[MISSING]
PN96_16090	1.0	PN96_16090	[MISSING]	[MISSING]
PN96_03460	1.0	PN96_03460	[MISSING]	[MISSING]
PN96_17240	1.0	PN96_17240	[MISSING]	[MISSING]
PN96_16795	1.0	PN96_16795	[MISSING]	[MISSING]
PN96_22155	1.0	PN96_22155	[MISSING]	[MISSING]
PN96_04195	1.0	PN96_04195	[MISSING]	[MISSING]
PN96_10245	1.0	PN96_10245	[MISSING]	[MISSING]
PN96_11285	1.0	PN96_11285	[MISSING]	[MISSING]
PN96_11480	1.0	PN96_11480	[MISSING]	[MISSING]
PN96_19585	1.0	PN96_19585	[MISSING]	[MISSING]
PN96_17690	1.0	PN96_17690	[MISSING]	[MISSING]
PN96_06025	1.0	PN96_06025	[MISSING]	[MISSING]
PN96_13440	1.0	PN96_13440	[MISSING]	[MISSING]
PN96_06315	1.0	PN96_06315	[MISSING]	[MISSING]
PN96_23175	1.0	PN96_23175	[MISSING]	[MISSING]
PN96_19030	1.0	PN96_19030	[MISSING]	[MISSING]
PN96_15085	1.0	PN96_15085	[MISSING]	[MISSING]
PN96_14605	1.0	PN96_14605	[MISSING]	[MISSING]
PN96_19460	1.0	PN96_19460	[MISSING]	[MISSING]
PN96_05000	1.0	PN96_05000	[MISSING]	[MISSING]
PN96_06125	1.0	PN96_06125	[MISSING]	[MISSING]
PN96_04230	1.0	PN96_04230	[MISSING]	[MISSING]
PN96_17650	1.0	PN96_17650	[MISSING]	[MISSING]
PN96_20810	1.0	PN96_20810	[MISSING]	[MISSING]
PN96_04765	1.0	PN96_04765	[MISSING]	[MISSING]
PN96_18335	1.0	PN96_18335	[MISSING]	[MISSING]
PN96_06060	1.0	PN96_06060	[MISSING]	[MISSING]
PN96_21485	1.0	PN96_21485	[MISSING]	[MISSING]
